master_text_id,roles,cards,source_japanese,list_index,list1_japanese,dormant_list2_reference,translation
139,rules,36:1_8:DM-01 8:ボルシャック・ドラゴン,"■Ｗ・ブレイカー（シールドを攻撃したとき、このクリーチャーはシールドを２枚ブレイクする。）
■攻撃中、このクリーチャーのパワーは、自分の墓地にある火のカード１枚につき+1000される。",,,,"■ While attacking, this creature gets +1000 power for each fire card in your graveyard.
■ Double breaker (This creature breaks 2 shields.)"
140,flavor,36:1_8:DM-01 8:ボルシャック・ドラゴン,その怒りに触れたために、ひとつの都市が消滅した。,,,,
141,race,36:1_8:DM-01 8:ボルシャック・ドラゴン,アーマード・ドラゴン,,,,Armored Dragon
142,name,37:1_98:DM-01 98:喧嘩屋タイラー,喧嘩屋タイラー,,,,Brawler Zyler
143,rules,37:1_98:DM-01 98:喧嘩屋タイラー,■パワーアタッカー +2000（攻撃中、このクリーチャーのパワーは+2000される。）,,,,"■ Power attacker +2000 (While attacking, this creature gets +2000 power.)"
144,flavor,37:1_98:DM-01 98:喧嘩屋タイラー,「やめときな。怪我するぜ。」　喧嘩屋タイラー,,,,
145,race,37:1_98:DM-01 98:喧嘩屋タイラー,ヒューマノイド,,,,Human
146,name,38:1_83:DM-01 83:アクア・ビークル,アクア・ビークル,,,,Aqua Vehicle
147,race,38:1_83:DM-01 83:アクア・ビークル,リキッド・ピープル,,,,Liquid People
148,name,39:1_76:DM-01 76:蒼天の守護者ラ・ウラ・ギガ,蒼天の守護者ラ・ウラ・ギガ,,,,"La Ura Giga, Sky Guardian"
149,rules,39:1_76:DM-01 76:蒼天の守護者ラ・ウラ・ギガ,"■ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。そのあと、その相手クリーチャーとバトルする。）
■このクリーチャーは、相手プレイヤーを攻撃できない。",,,,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players."
150,flavor,39:1_76:DM-01 76:蒼天の守護者ラ・ウラ・ギガ,守護者たちは輝く翼を授けられた。天空の都市を守るためである。,,,,
151,race,39:1_76:DM-01 76:蒼天の守護者ラ・ウラ・ギガ,ガーディアン,,,,Guardian
152,name,40:1_89:DM-01 89:ブラッディ・イヤリング,ブラッディ・イヤリング,,,,Bloody Squito
153,rules,40:1_89:DM-01 89:ブラッディ・イヤリング,"■ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。そのあと、その相手クリーチャーとバトルする。）
■このクリーチャーは攻撃することができない。
■このクリーチャーはバトルに勝っても、バトルのあと、持ち主の墓地に置かれる。",,,,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack.
■ When this creature wins a battle, destroy it."
154,flavor,40:1_89:DM-01 89:ブラッディ・イヤリング,闇にまぎれて落ちて来る。小さな小さな小さな死神。,,,,"It descends hidden in the darkness. A tiny, tiny, tiny grim reaper."
155,race,40:1_89:DM-01 89:ブラッディ・イヤリング,ブレインジャッカー,,,,Brain Jacker
156,name,41:1_69:DM-01 69:シビレアシダケ,シビレアシダケ,,,,Poisonous Mushroom
157,rules,41:1_69:DM-01 69:シビレアシダケ,■このクリーチャーがバトルゾーンに出たとき、自分の手札からカードを１枚選び、自分のマナゾーンに置いてよい。,,,,"■ When you put this creature into the battle zone, you may put 1 card from your hand into your mana zone."
158,race,41:1_69:DM-01 69:シビレアシダケ,バルーン・マッシュルーム,,,,Balloon Mushroom
159,name,42:1_84:DM-01 84:アクア・ガード,アクア・ガード,,,,Aqua Guard
160,rules,42:1_84:DM-01 84:アクア・ガード,"■ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。そのあと、その相手クリーチャーとバトルする。）
■このクリーチャーは攻撃することができない。",,,,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack."
161,flavor,42:1_84:DM-01 84:アクア・ガード,水の力をあなどってはいけない。たった一滴でも、岩をもけずる力をかくしている。,,,,
162,race,42:1_84:DM-01 84:アクア・ガード,リキッド・ピープル,,,,Liquid People
163,name,43:1_73:DM-01 73:雷光の使徒ミール,雷光の使徒ミール,,,,"Miele, Vizier of Lightning"
164,rules,43:1_73:DM-01 73:雷光の使徒ミール,■このクリーチャーがバトルゾーンに出たとき、バトルゾーンにある相手のクリーチャーを１体選び、タップしてよい。,,,,"■ When you put this creature into the battle zone, you may choose one of your opponent's creatures in the battle zone and tap it."
165,flavor,43:1_73:DM-01 73:雷光の使徒ミール,雷光の使徒よ、覚醒せよ。汝の目は審判の弓なり。,,,,
166,race,43:1_73:DM-01 73:雷光の使徒ミール,イニシエート,,,,Initiate
167,name,44:1_90:DM-01 90:うごめく者ボーン・グール,うごめく者ボーン・グール,,,,Writhing Bone Ghoul
168,flavor,44:1_90:DM-01 90:うごめく者ボーン・グール,彼らは知性を捨て、永遠の命を求めた。そして、永遠の苦しみを受け取った。,,,,
169,race,44:1_90:DM-01 90:うごめく者ボーン・グール,リビング・デッド,,,,Living Dead
170,name,45:1_82:DM-01 82:狩猟魚,狩猟魚,,,,Hunter Fish
171,rules,45:1_82:DM-01 82:狩猟魚,"■ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。そのあと、その相手クリーチャーとバトルする。）
■このクリーチャーは攻撃することができない。",,,,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack."
172,flavor,45:1_82:DM-01 82:狩猟魚,サンゴ礁のすきまに隠れていて、餌が近づくと猛然と襲いかかる。,,,,
173,race,45:1_82:DM-01 82:狩猟魚,フィッシュ,,,,Fish
174,name,46:1_32:DM-01 32:銃神兵ディオライオス,銃神兵ディオライオス,,,,"Rothus, the Traveler"
175,rules,46:1_32:DM-01 32:銃神兵ディオライオス,■このクリーチャーがバトルゾーンに出たとき、各プレイヤーはバトルゾーンにある自分のクリーチャーを１体ずつ選び、それぞれの墓地に置く。,,,,"■ When you put this creature into the battle zone, destroy one of your creatures. Then your opponent chooses one of his creatures and destroys it."
176,race,46:1_32:DM-01 32:銃神兵ディオライオス,アーマロイド,,,,Armorloid
177,name,47:1_10:DM-01 10:トゲ刺しマンドラ,トゲ刺しマンドラ,,,,Thorny Mandra
178,rules,47:1_10:DM-01 10:トゲ刺しマンドラ,■このクリーチャーがバトルゾーンに出たとき、自分の墓地からクリーチャーを１体選び、自分のマナゾーンに置いてよい。,,,,"■ When you put this creature into the battle zone, you may put 1 creature from your graveyard into your mana zone."
179,flavor,47:1_10:DM-01 10:トゲ刺しマンドラ,美しい花。甘い匂い。毒のトゲ。,,,,
180,race,47:1_10:DM-01 10:トゲ刺しマンドラ,ツリーフォーク,,,,Tree Folk
181,name,48:1_S7:DM-01 S7:クリムゾン・ワイバーン,クリムゾン・ワイバーン,,,,Scarlet Skyterror
182,rules,48:1_S7:DM-01 S7:クリムゾン・ワイバーン,■このクリーチャーがバトルゾーンに出たとき、バトルゾーンにある「ブロッカー」を持つクリーチャーをすべて、持ち主の墓地に置く。,,,,"■ When you put this creature into the battle zone, destroy all creatures that have ""blocker""."
183,race,48:1_S7:DM-01 S7:クリムゾン・ワイバーン,アーマード・ワイバーン,,,,Armored Wyvern
184,name,49:1_80:DM-01 80:アクア・ハルカス,アクア・ハルカス,,,,Aqua Hulcus
185,rules,49:1_80:DM-01 80:アクア・ハルカス,■このクリーチャーがバトルゾーンに出たとき、カードを１枚引いてよい。,,,,"■ When you put this creature into the battle zone, you may draw a card."
186,flavor,49:1_80:DM-01 80:アクア・ハルカス,リキッド・ピープルは液体を自在に操る。彼らにとって、水は鎧であり剣である。,,,,
187,race,49:1_80:DM-01 80:アクア・ハルカス,リキッド・ピープル,,,,Liquid People
188,name,50:1_3:DM-01 3:キング・ポセイドン,キング・ポセイドン,,,,King Ripped-Hide
189,rules,50:1_3:DM-01 3:キング・ポセイドン,■このクリーチャーがバトルゾーンに出たとき、カードを２枚引いてよい。,,,,"■ When you put this creature into the battle zone, draw up to 2 cards."
190,flavor,50:1_3:DM-01 3:キング・ポセイドン,はるか昔、サイバーロードは彼の背中に都市を築いた。,,,,
191,race,50:1_3:DM-01 3:キング・ポセイドン,リヴァイアサン,,,,Leviathan
192,name,51:1_S1:DM-01 S1:光輪の精霊シャウナ,光輪の精霊シャウナ,,,,"Hanusa, Radiance Elemental"
193,rules,51:1_S1:DM-01 S1:光輪の精霊シャウナ,■Ｗ・ブレイカー（シールドを攻撃したとき、このクリーチャーはシールドを２枚ブレイクする。）,,,,■ Double breaker (This creature breaks 2 shields.)
194,flavor,51:1_S1:DM-01 S1:光輪の精霊シャウナ,ドラゴンの炎が天を焼き、精霊の光線が大地をえぐった。その戦いは七日七晩のあいだ続いた。,,,,
195,race,51:1_S1:DM-01 S1:光輪の精霊シャウナ,エンジェル・コマンド,,,,Angel Command
196,name,52:1_81:DM-01 81:キャンディ・ドロップ,キャンディ・ドロップ,,,,Candy Drop
197,rules,52:1_81:DM-01 81:キャンディ・ドロップ,■このクリーチャーはブロックされない。,,,,■ This creature can't be blocked.
198,race,52:1_81:DM-01 81:キャンディ・ドロップ,サイバー・ウィルス,,,,Cyber Virus
199,name,53:1_97:DM-01 97:不死身男爵ボーグ,不死身男爵ボーグ,,,,"Immortal Baron, Vorg"
200,flavor,53:1_97:DM-01 97:不死身男爵ボーグ,「わかるか。相手よりでかい武器を持ってるやつが勝つんだよ。」　不死身男爵ボーグ,,,,
201,race,53:1_97:DM-01 97:不死身男爵ボーグ,ヒューマノイド,,,,Human
202,name,54:1_71:DM-01 71:翡翠樹,翡翠樹,,,,Senatine Jade Tree
203,rules,54:1_71:DM-01 71:翡翠樹,"■ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。そのあと、その相手クリーチャーとバトルする。）
■このクリーチャーは、相手プレイヤーを攻撃できない。",,,,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players."
