list_index,master_text_id,kind,source_japanese,dormant_list2_reference,translation
138,604,card_text,"＊相手のターンに、このクリーチャーが自分の手札から自分の墓地に置かれた場合、このクリーチャーをバトルゾーンに置く。
","During your opponent's turn, if this creature is discarded from your hand, then put this creature into the battle zone.","■ During your opponent's turn, if this creature would be discarded from your hand, put it into the battle zone instead."
139,605,card_text,形無き物は壊せやしない。,It is impossible to destroy something that has no body.,
140,606,card_text,メカサンダー,メカサンダー,Mecha Thunder
141,607,card_text,光柱樹,Pillar of Light,Razorpine Tree
142,608,card_text,＊バトルゾーンにある間、このクリーチャーのパワーは、自分のシールド1枚につき+2000される。,"While in the battle zone, this creature gets +2000 power for each shield you have.",■ This creature gets +2000 power for each shield you have.
143,609,card_text,強い光に集まる習性を持つ。,It is attracted to large concentrations of light.,
144,610,card_text,スターライト・ツリー,スターライト・ツリー,Starlight Tree
145,611,card_text,予言者アドミス,Adomis the Prohphet,"Adomis, the Oracle"
146,612,card_text,"＊このクリーチャーで攻撃する代わりに、タップして次のt 能力を使ってもよい。
t シールドを1枚選んで見る。その後、それを元に戻す。","Instead of having this creature attack, you may tap it to use its t ability.
t Choose 1 shield and look at it. Then put it back where it was.","■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose a shield and look at it. Then put it back where it was."
147,613,card_text,ライトブリンガー,ライトブリンガー,Light Bringer
148,614,card_text,聖騎士ムーンティアー,"Moontear, Holy Knight","Moontear, Spectral Knight"
149,615,card_text,＊呪文を唱えたターンのみ、このクリーチャーを召喚することができる。,You can summon this creature only if you have cast a spell this turn.,■ You can summon this creature only if you have cast a spell this turn.
150,616,card_text,その剣は見る者によって変化する。,All who see his sword are changed by it.,
151,617,card_text,レインボー・ファントム,レインボー・ファントム,Rainbow Phantom
152,618,card_text,レイン・アロー,Rain Arrow,Rain of Arrows
153,619,card_text,＊相手の手札を見て、その中から闇の呪文をすべて選び出し、持ち主の墓地に置く。,Look at your opponent's hand and put all darkness spells from it into your opponent's graveyard.,■ Look at your opponent's hand. He discards all darkness spells from it.
154,620,card_text,浄化の光矢が降り注ぎ、闇を切り裂く。,"An arrow of purifying light, splitting the night.",
155,621,card_text,プロテクト・フォース,Protective Force,Protective Force
156,622,card_text,"{ST}S・トリガー（この呪文をシールドゾーンから手札に加えるとき、コストを支払わずにすぐ唱えてよい）
＊バトルゾーンにある、自分の「ブロッカー」を持つクリーチャーを1体選ぶ。このターンが終わるまで、そのクリーチャーのパワーは+4000される。","{ST} Shield trigger (If this spell is put from your shield zone into your hand, you may cast it immediately for no cost.)
One of your creatures in the battle zone that has ""blocker"" gets +4000 power until the end of this turn.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ One of your creatures in the battle zone that has ""blocker"" gets +4000 power until the end of the turn."
157,623,card_text,シャインシェル・クラスター,Shine Shell Cluster,Neon Cluster
158,624,card_text,"＊このクリーチャーで攻撃する代わりに、タップして次の t 能力を使ってもよい。
tカードを2枚引く。","Instead of having this creature attack, you may tap it to use its t ability.
t Draw 2 cards.","■ Instead of having this creature attack, you may tap it to use its tap ability.
 Draw 2 cards."
159,625,card_text,殴ればいいってもんじゃないよ。 - アクアン,There are more ways to win a battle than simply fighting. --Aquan,
160,626,card_text,サイバー・クラスター,サイバー・クラスター,Cyber Cluster
161,627,card_text,ハザード・クロウラー,Hazard Crawler,Hazard Crawler
162,628,card_text,{B}ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。その後、その相手クリーチャーとバトルする） 　　　　　　＊このクリーチャーは攻撃することができない。,"{B} Blocker (When one of your opponent's creatures attacks, you may tap this creature to stop the attack. Then the two creatures battle.)
This creature can't attack.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack."
163,629,card_text,全ては海から始まり、海が全てを終わらせる。,"All began from the sea, and the sea shall end all.",
164,630,card_text,アースイーター,アースイーター,Earth Eater
165,631,card_text,デコ・クラスター,Deco Cluster,Overload Cluster
166,632,card_text,＊相手がクリーチャーを召喚するか呪文を唱えた場合、そのターンが終わるまで、このクリーチャーは「ブロッカー」を得る。（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。そのあと、その相手クリーチャーとバトルする）,"Whenever your opponent summons a creature or casts a spell, this creature gets ""blocker"" until the end of that turn. (When one of your opponent's creatures attacks, you may tap a creature that has ""blocker"" to stop the attack. Then the two creatures battle.)","■ Whenever your opponent summons a creature or casts a spell, this creature gets ""blocker"" until the end of the turn. (Whenever an opponent's creature attacks, you may tap a creature that has ""blocker"" to stop the attack. Then the 2 creatures battle.)"
167,633,card_text,サイバー・クラスター,サイバー・クラスター,Cyber Cluster
168,634,card_text,ストーム・クロウラー,Storm Crawler,Thrash Crawler
169,635,card_text,"{B}ブロッカー（相手クリーチャーが攻撃するとき、このクリーチャーをタップして、その攻撃を阻止してよい。そのあと、その相手クリーチャーとバトルする）
*このクリーチャーがバトルゾーンに出たとき、自分のマナゾーンからカードを1枚選び、自分の手札に戻す。
*このクリーチャーは攻撃することができない。
","{B} Blocker (When one of your opponent's creatures attacks, you may tap this creature to stop the attack. Then the two creatures battle.)
When this creature is put into the battle zone, return a card from your mana zone to your hand.
This creature can't attack.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ When you put this creature into the battle zone, return a card from your mana zone to your hand.
■ This creature can't attack."
