seq,large_chunk,small_chunk,resource_key,canonical_key,internal_id,japanese_name,english_name,card_type,race,rules,flavor,mapping,large_chunk_size,inner_archive_size,outer_slack
105,782,1465,3_S4,3_S4,101,ガルカーゴ・ドラゴン,Garkago Dragon,CREATURE,Armored Dragon,"■ Double breaker (This creature breaks 2 shields.)
■ This creature gets +1000 power for each other fire creature you have in the battle zone.
■ This creature can attack untapped creatures.",,crosswalk,149504,148224,1280
106,783,1466,4_1,4_1,102,聖霊王アルカディアス,"Alcadeias, Lord of Spirits",EVOLUTION CREATURE,Angel Command,"■ Evolution-Put on one of your Angel Commands.
■ Double breaker (This creature breaks 2 shields.)
■ Players can't cast spells other than light spells.",,crosswalk,120832,119808,1024
107,784,1467,4_2,4_2,103,アストラル・リーフ,Astral Reef,EVOLUTION CREATURE,Cyber Virus,"■ Evolution-Put on one of your Cyber Virus creatures.
■ When you put this creature, you may draw 3 cards.","Do you understand? The depths of my intellect, that is.",crosswalk,124928,124160,768
108,785,1468,4_6,4_6,104,飛翔の精霊アリエス,"Aeris, Flight Elemental",CREATURE,Angel Command,"■ This creature can't attack players.
■ This creature can attack untapped darkness creatures.",,crosswalk,131072,131072,0
109,786,1469,4_10,4_10,105,アクアン,Aquan,CREATURE,Cyber Lord,"■ When you put this creature, you may reveal the top 5 cards of your deck. Put all light and darkness cards from among them into your hand, and put the rest into your graveyard.","""Nihihihi. Neutrality is the most profitable.""",crosswalk,129024,128512,512
110,787,1470,4_11,4_11,106,ハイドロ・ハリケーン,Hydro Hurricane,SPELL,,"■ For each light creature you have in the battle zone, you may choose a card in your opponent's mana zone and return it to his hand.
■ For each darkness creature you have in the battle zone, you may choose one of your opponent's creatures and return it to his hand.",,crosswalk,133120,131584,1536
111,788,1471,4_13,4_13,107,荒廃の巨王ジェノサイド,"Photocide, Lord of the Wastes",CREATURE,Demon Command,"■ This creature can't attack players.
■ This creature can attack untapped light creatures.",,crosswalk,137216,135936,1280
112,789,1472,4_14,4_14,108,いけにえの鎖,Chains of Sacrifice,SPELL,,"■ Destroy up to 2 of your opponent's creatures.
■ Destroy one of your creatures.",,crosswalk,143360,141824,1536
113,790,1473,4_23,4_23,109,牢黒の伝道師ミリエス,"Milieus, the Daystretcher",CREATURE,Berserker,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ Each darkness creature costs 2 more to summon, and each darkness spell costs 2 more to cast.",,crosswalk,122880,121856,1024
114,791,1474,4_24,4_24,110,雷鳴の守護者ミスト・リエス,"Mist Rias, Sonic Guardian",CREATURE,Guardian,"■ Whenever another creature is put into the battle zone, you may draw a card.",,crosswalk,112640,111616,1024
115,792,1475,4_28,4_28,111,屑男,Mongrel Man,CREATURE,Hedrian,"■ Whenever another creature is destroyed, you may draw a card.",,crosswalk,122880,122624,256
116,793,1476,4_29,4_29,112,汽車男,Locomotiver,CREATURE,Hedrian,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ When you put this creature into the battle zone, your opponent discards a card at random from his hand.",,crosswalk,141312,140288,1024
117,794,1477,4_37,4_37,113,予言者コロン,"Kolon, the Oracle",CREATURE,Light Bringer,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ When you put this creature into the battle zone, you may choose one of your opponent's creatures in the battle zone and tap it.",,crosswalk,131072,129536,1536
118,795,1478,4_39,4_39,114,鎮圧の使徒サリエス,"Sarius, Vizier of Suppression",CREATURE,Initiate,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players.",,crosswalk,126976,126208,768
119,796,1479,4_43,4_43,115,マリン・フラワー,Marine Flower,CREATURE,Cyber Virus,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack.",,crosswalk,108544,107776,768
120,797,1480,4_45,4_45,116,暴食虫グレゴリア・ワーム,Gregorian Worm,CREATURE,Parasite Worm,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)",,crosswalk,139264,138496,768
121,798,1481,4_46,4_46,117,呪いの影シャドウ・ムーン,"Shadow Moon, Cursed Shade",CREATURE,Ghost,■ Each other darkness creature in the battle zone gets +2000 power.,,crosswalk,131072,131072,0
122,799,1482,4_55,4_55,118,孤高の願,Torcon,CREATURE,Beast Folk,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)",,crosswalk,137216,135680,1536
123,800,1483,4_S3,4_S3,119,悪魔神バロム,"Ballom, Master of Death",EVOLUTION CREATURE,Demon Command,"■ Evolution-Put on one of your Demon Commands.
■ When you put this creature into the battle zone, destroy all creatures except darkness creatures.
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,135168,133632,1536
124,801,1484,4_S5,4_S5,120,護りの角フィオナ,"Niofa, Horned Protector",EVOLUTION CREATURE,Horned Beast,"■ Evolution-Put on one of your Horned Beasts.
■ When you put this creature into the battle zone, search your deck. You may take a nature creature from your deck, show that creature to your opponent, and put it into your hand. Then shuffle your deck.
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,147456,147456,0
125,802,1485,5_4,5_4,121,ブレイドラッシュ・ワイバーンδ,Bladerush Skyterror Q,CREATURE,Armored Wyvern,"■ Survivor (Each of your Survivors has this creature's Survivor ability.)
   Double breaker (This creature breaks 2 shields.)",,crosswalk,141312,139520,1792
126,803,1486,5_7,5_7,122,神魂の守護者シュノーク・ラー,"Snork La, Shrine Guardian",CREATURE,Guardian,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players.
■ Whenever your opponent causes a card to be put into your graveyard from your mana zone, you may return that card to your mana zone.",,crosswalk,122880,121600,1280
127,804,1487,5_15,5_15,123,ツインキャノン・ワイバーン,Twin-Cannon Skyterror,CREATURE,Armored Wyvern,"■ Speed attacker (This creature doesn't get summoning sickness.)
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,124928,124928,0
128,805,1488,5_24,5_24,124,アクア・サーファー,Aqua Surfer,CREATURE,Liquid People,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ When you put this creature into the battle zone, you may choose a creature in the battle zone and return it to its owner's hand.",,crosswalk,110592,109312,1280
129,806,1489,5_48,5_48,125,ストームジャベリン・ワイバーン,Storm Javelin Wyvern,CREATURE,Armored Wyvern,"■ This creature can't attack players.
■ This creature can attack untapped light or water creatures.",Impertinent!,crosswalk,137216,136704,512
130,807,1490,5_49,5_49,126,解体屋ピーカプ,"Rikabu, the Dismantler",CREATURE,Machine Eater,■ Speed attacker (This creature doesn't get summoning sickness.),,crosswalk,133120,132608,512
131,808,1491,5_50,5_50,127,ポッポ・チャッピー,Kip Chippotto,CREATURE,Fire Bird,"■ When one of your Armored Dragons would be destroyed, you may destroy this creature instead.",,crosswalk,131072,130304,768
132,809,1492,5_51,5_51,128,ブレイズザウルスα,Blazosaur Q,CREATURE,Survivor/Rock Beast,"■ Survivor (Each of your Survivors has this creature's Survivor ability.)
  Power attacker +1000 (While attacking, this creature gets +1000 power.)",,crosswalk,139264,138240,1024
133,810,1493,5_54,5_54,129,威嚇するスマッシュ・ホーンα,Smash Horn Q,CREATURE,Survivor/Horned Beast,"■ Survivor (Each of your Survivors has this creature's Survivor ability.)
  This creature gets +1000 power.",,crosswalk,153600,152832,768
134,811,1494,5_55,5_55,130,巨翼の爪,Crow Winger,CREATURE,Beast Folk,■ This creature gets +1000 power for each water creature and darkness creature your opponent has in the battle zone.,,crosswalk,147456,145920,1536
135,812,1495,5_S1,5_S1,131,天海の精霊シリウス,"Syrius, Firmament Elemental",CREATURE,Angel Command,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ Triple breaker (This creature breaks 3 shields.)",,crosswalk,124928,124928,0
136,813,1496,5_S5,5_S5,132,神拳の超人,Avalanche Giant,CREATURE,Giant,"■ This creature can't attack creatures.
■ Whenever this creature becomes blocked, it breaks one of your opponent's shields.
■ Double breaker (This creature breaks 2 shields.)",,crosswalk,145408,145152,256
137,814,1497,6_1,6_1,133,銀界の守護者ル・ギラ・レシール,"Lu Gila, Silver Rift Guardian",CREATURE,Guardian,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ Evolution creatures are put into the battle zone tapped.
■ This creature can't attack players.",,crosswalk,116736,115968,768
138,815,1498,6_2,6_2,134,インビンシブル・オーラ,Invincible Aura,SPELL,,■ Add up to 3 cards from the top of your deck to your shields face down.,,crosswalk,108544,108032,512
139,816,1499,6_3,6_3,135,エウロピカ,Aeropica,CREATURE,Sea Hacker,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose a creature in the battle zone and return it to its owner's hand.",,crosswalk,129024,127744,1280
140,817,1500,6_4,6_4,136,インビンシブル・テクノロジー,Invincible Technology,SPELL,,"■ Search your deck. You may take any number of cards from your deck, show those cards to your opponent, and put them into your hand. Then shuffle your deck.",,crosswalk,124928,123904,1024
141,818,1501,6_5,6_5,137,戦車男,Tank Mutant,CREATURE,Hedrian,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Your opponent chooses one of his creatures in the battle zone and destroys it.",,crosswalk,126976,126208,768
142,819,1502,6_6,6_6,138,インビンシブル・アビス,Invincible Abyss,SPELL,,■ Destroy all your opponent's creatures.,,crosswalk,139264,138240,1024
143,820,1503,6_7,6_7,139,勇神兵エグゾリウス,Valiant Warrior Exorious,CREATURE,Armorloid,"■ This creature can attack untapped creatures.
■ Power attacker +3000 (While attacking, this creature gets +3000 power.)",,crosswalk,129024,129024,0
144,821,1504,6_8,6_8,140,インビンシブル・フォートレス,Invincible Cataclysm,SPELL,,■ Choose up to 3 of your opponent's shields and put them into his graveyard.,,crosswalk,131072,130816,256
145,822,1505,6_9,6_9,141,ガイアクロウ・ワスプ,Splinterclaw Wasp,CREATURE,Giant Insect,"■ Power attacker +3000 (While attacking, this creature gets +3000 power.)
■ Double breaker (This creature breaks 2 shields.)
■ Whenever this creature becomes blocked, it breaks one of your opponent's shields.",,crosswalk,145408,145152,256
146,823,1506,6_10,6_10,142,インビンシブル・パワー,Invincible Unity,SPELL,,"■ Each of your creatures in the battle zone gets +8000 power and ""triple breaker"" until the end of the turn. (A creature that has ""triple breaker"" breaks 3 shields.)",,crosswalk,145408,145408,0
147,824,1507,6_100,6_100,232,ピコラのスパナ,Picora's Wrench,CREATURE,Xenoparts,,,crosswalk,133120,131328,1792
148,825,1508,6_101,6_101,233,無謀鉄人チョイヤ,"Choya, the Unheeding",CREATURE,Human,"■ Power attacker +1000 (While attacking, this creature gets +1000 power.)
■ Whenever this creature becomes blocked, no battle happens. (Both creatures stay tapped.)",,crosswalk,143360,142080,1280
149,826,1509,6_102,6_102,234,幻竜砲,Phantom Dragon's Flame,SPELL,,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Destroy one of your opponent's creatures that has power 2000 or less.",,crosswalk,124928,123904,1024
150,827,1510,6_103,6_103,235,ブルーレイザー・ビートル,Trench Scarab,CREATURE,Giant Insect,"■ This creature can't attack players.
■ Power attacker +4000 (While attacking, this creature gets +4000 power.)",,crosswalk,143360,142592,768
151,828,1511,6_104,6_104,236,幻惑ベリー,Illusory Berry,CREATURE,Tree Folk,,,crosswalk,141312,140544,768
